ID,RA,DEC,X,Y,Z,MASS,SFR
31262,53.1708946,-27.7833958,6644.91,12301.6,0.67,7,0.0209
14171,53.1708908,-27.7863503,6645.22,12124.3,0.451,7.74,0.0055
16661,53.1708717,-27.7690983,6645.68,13159.4,1.913,8.05,0.1995
12257,53.170845,-27.7987423,6647.86,11380.8,2.763,8.25,0.1622
16039,53.170826,-27.7734928,6648.36,12895.8,2.912,8.46,0.1413
15909,53.1708145,-27.7747536,6648.98,12820.1,0.085,6.59,0.0001
17541,53.1708031,-27.7622299,6649.2,13571.6,5.422,9.63,27.54
31208,53.1708107,-27.7847729,6649.31,12219,3.435,8.11,0.1122
14652,53.1708069,-27.7831421,6649.53,12316.8,2.869,9.16,2.754
13057,53.1707802,-27.7932892,6651.28,11708,2.506,8.23,0.8913
30579,53.1707802,-27.8016891,6651.31,11204,0.904,7.53,0.0708
16178,53.1707535,-27.7726192,6652.09,12948.2,1.945,8.54,0.631
12926,53.1707611,-27.7946148,6652.15,11628.5,0.321,7.47,0.0001
14142,53.1707535,-27.7859993,6652.38,12145.4,0.106,5.54,0.0013
11629,53.1707535,-27.8046894,6652.96,11024,1.724,9.66,12.02
31886,53.1707191,-27.7698917,6653.82,13111.8,2.292,7.41,0.0692
16266,53.1707191,-27.7722168,6653.99,12972.4,2.359,8.97,2.754
12610,53.1707268,-27.7970448,6654.09,11482.7,2.262,8.81,1.66
15841,53.1707077,-27.7749233,6654.71,12810,2.44,8.85,1.047
14734,53.1707001,-27.7826653,6655.19,12345.4,0.332,7.21,0.0005
15066,53.1706924,-27.781971,6655.57,12387.1,0.692,9.48,1.318
32043,53.1706352,-27.7658119,6658.34,13356.7,3.497,7.62,0.5754
10315,53.170639,-27.8157787,6659.21,10358.7,1.653,8.77,1.071
13102,53.1706123,-27.7928886,6659.99,11732,2.654,8.14,0.4786
32017,53.1705856,-27.766367,6660.95,13323.3,1.408,7.25,0.0537
10606,53.1705856,-27.8130417,6661.93,10522.9,0.679,7.67,0.0575
15738,53.1705322,-27.7760391,6663.85,12743,1.268,8.3,0.5248
11359,53.1705132,-27.8065987,6665.72,10909.4,1.278,9.21,1.95
13203,53.1705017,-27.7926769,6665.91,11744.7,2.391,8.28,1.23
12575,53.1704826,-27.7965565,6667.05,11512,0.213,6.51,0.0083
11050,53.1704865,-27.8087616,6667.2,10779.6,0.813,7.47,0.0331
11996,53.1704292,-27.8007889,6670.01,11258,1.729,7.87,0.0631
12596,53.1704254,-27.7972984,6670.08,11467.5,1.966,9.26,3.311
10143,53.1704178,-27.8171635,6670.99,10275.5,2.349,9.05,1.349
13314,53.1703987,-27.7912159,6671.42,11832.4,0.718,6.72,0.0151
12248,53.1703987,-27.7989731,6671.61,11366.9,1.319,7.84,0.1318
14034,53.170372,-27.7864456,6672.71,12118.6,0.719,7.04,0.0132
14437,53.17033,-27.7852631,6674.91,12189.6,0.306,8,0.0617
16758,53.1703224,-27.7682533,6675,13210.2,0.386,6.47,0.0013
32028,53.1703033,-27.7660789,6675.93,13340.6,3.202,7.88,0.1622
11743,53.1703148,-27.8030434,6676.24,11122.7,0.679,7.74,0.0195
30320,53.1703033,-27.8095779,6676.86,10730.7,3.096,8.54,0.631
31741,53.1702805,-27.7730141,6677.16,12924.5,3.74,8.9,0.4074
17476,53.1702309,-27.7628479,6679.58,13534.6,5.348,9.88,16.22
15511,53.1702156,-27.7773113,6680.83,12666.6,4.568,8.61,0.7413
31447,53.1702042,-27.7794971,6681.49,12535.5,2.147,7.57,0.0977
31424,53.170166,-27.7799091,6683.42,12510.8,1.524,6.99,0.0117
31230,53.170166,-27.7841187,6683.64,12258.3,1.866,7.05,0.2692
15017,53.1701126,-27.7807007,6686.34,12463.4,0.128,5.75,0.0014
14811,53.170063,-27.7820625,6689.02,12381.6,1.701,8.38,0.4365
10432,53.1700783,-27.8145466,6689.03,10432.6,1.054,7.91,0.2951
31651,53.1700516,-27.7750015,6689.45,12805.2,2.32,8.11,0.3311
11481,53.1700058,-27.8050861,6692.62,11000.1,2.772,8.77,2.138
11806,53.1699791,-27.8029175,6693.86,11130.3,2.626,8.97,3.388
11955,53.1699791,-27.8012905,6693.88,11228,1.697,8.13,0.5495
31561,53.1699677,-27.7770557,6693.92,12682.1,0.696,6.74,0.0024
12246,53.1699753,-27.7989407,6694.14,11368.9,0.598,7.4,0.003
14514,53.1699486,-27.7836857,6695.18,12284.2,0.539,6.32,0.0076
16827,53.1699371,-27.7683334,6695.29,13205.3,3.087,9.39,5.754
12569,53.1699409,-27.7972927,6695.8,11467.7,0.534,8.39,0.0071
17058,53.1699257,-27.7710247,6696.08,13043.9,0.608,10.44,20.89
13916,53.1699295,-27.7871914,6696.22,12073.8,2.28,8.14,0.1995
10084,53.1699142,-27.8178673,6697.67,10233.4,0.981,8.78,0.4571
15572,53.1698952,-27.7768688,6697.75,12693.3,4.923,8.98,0.7244
13454,53.1698952,-27.7910061,6698.14,11844.9,4.982,10.27,4.169
12150,53.1698532,-27.8001308,6700.5,11297.5,0.636,8.61,0.0724
10542,53.1698456,-27.8136635,6701.27,10485.6,0.871,8.12,0.1585
14157,53.169796,-27.7858028,6703.22,12157.2,0.244,6.38,0
15713,53.1697617,-27.7758255,6704.79,12755.8,2.582,7.82,0.257
13153,53.1697655,-27.7934494,6705.06,11698.4,0.522,8.01,0.0224
16204,53.1697578,-27.772501,6705.11,12955.3,3.289,9.41,1.122
31594,53.1697235,-27.7763844,6706.94,12722.2,4.03,8.5,6.166
31896,53.1697159,-27.7697811,6707.26,13118.5,3.072,8.68,0.6918
13556,53.1697159,-27.7900581,6707.69,11901.9,0.55,8.37,0.0023
12743,53.1696854,-27.7970161,6709.3,11484.3,2.047,10.24,31.62
13846,53.1696663,-27.7880745,6710.27,12020.9,3.203,9.63,3.162
10455,53.1696739,-27.8152294,6710.36,10391.6,1.597,9.21,2.951
16172,53.1696129,-27.7726097,6712.67,12948.8,2.29,8.76,0.2754
16666,53.1696091,-27.7691078,6712.84,13158.9,0.598,7.51,0.0011
12356,53.1696129,-27.7980328,6713.32,11423.4,0.903,7.4,0.0056
30178,53.1695709,-27.813776,6715.86,10478.8,1.899,8.27,0.2692
32072,53.1695366,-27.7651691,6716.47,13395.1,2.097,7.94,0.0851
17257,53.169487,-27.7643833,6719.17,13442.3,2.029,8.22,0.4786
13661,53.1694679,-27.7919407,6720.74,11788.9,0.658,10.56,1.047
17117,53.1694565,-27.7655811,6720.76,13370.4,3.965,8.1,0.6607
15425,53.1694527,-27.7781868,6721.26,12614.2,2.68,8.46,1.047
31710,53.1694527,-27.7737865,6721.31,12878.1,4.263,7.9,0.2884
11501,53.1694412,-27.8049107,6722.5,11010.7,1.737,8.36,0.2754
12265,53.1694374,-27.7987328,6722.6,11381.5,2.086,8.23,0.166
11006,53.1694183,-27.810318,6723.87,10686.3,2.854,10.02,38.02
15117,53.1693878,-27.7801552,6724.85,12496,1.12,8.5,0.309
14331,53.1693459,-27.7849808,6727.07,12206.5,2.256,8.6,0.4571
13949,53.1693382,-27.7870388,6727.63,12083.1,2.876,8.44,0.5754
10113,53.1693497,-27.8173923,6727.73,10261.8,0.854,7.47,0.0537
14081,53.1693153,-27.7864704,6728.75,12117.1,3.328,9.21,0.7079
13029,53.1693077,-27.7938023,6729.41,11677.3,0.067,5.86,0.001
13069,53.169281,-27.7944107,6730.75,11640.7,1.031,8.92,0.631
14913,53.1692657,-27.7813644,6731.23,12423.5,0.088,4.73,0.0005
12714,53.1692734,-27.7954311,6731.28,11579.4,0.769,7.48,0.0295
10107,53.1692581,-27.8176594,6732.46,10245.8,0.713,8.21,0.1905
13619,53.1692162,-27.7892036,6734.07,11953.2,2.96,8.08,0.3236
17152,53.1692047,-27.7653065,6734.2,13387,1.708,8.05,0.0589
13265,53.1692162,-27.7917347,6734.24,11801.3,0.563,8.6,0.0724
13772,53.1692047,-27.7880974,6734.68,12019.6,2.617,7.45,0.1445
15616,53.1691818,-27.7765236,6735.62,12714,0.726,7.49,0.003
12951,53.1691895,-27.7940731,6735.75,11661,2.204,8.61,0.4898
13272,53.1691475,-27.7926788,6737.75,11744.7,0.065,6.98,0
30352,53.1691322,-27.8084812,6739.03,10796.5,0.694,7.7,0.0112
16999,53.1691093,-27.7664642,6739.35,13317.5,0.295,6.69,0.0003
31366,53.1690865,-27.781004,6740.84,12445.1,3.021,7.82,0.1862
31266,53.1690712,-27.7831535,6741.62,12316.1,2.272,7.41,0.6166
12413,53.1690636,-27.7978821,6742.44,11432.4,3.013,8.74,1.445
11695,53.1690483,-27.8037205,6743.3,11082.1,2.695,9.21,6.918
31492,53.1690369,-27.7787628,6743.52,12579.7,6.445,8.43,0.9772
13847,53.1690369,-27.7876205,6743.71,12048.1,5.368,8.17,0.955
15883,53.169014,-27.7745934,6744.51,12829.8,2.45,8.29,0.5623
11321,53.1690178,-27.8064194,6745.06,10920.2,0.269,6.8,0.0006
16795,53.1689911,-27.7679672,6745.52,13227.3,1.811,8.39,0.182
31134,53.1689949,-27.7865734,6745.89,12110.9,5.168,8.59,2.512
12001,53.1689682,-27.8007202,6747.49,11262.2,6.033,8.22,0.6026
13010,53.1689644,-27.7943363,6747.69,11645.2,2.729,9.02,1.514
12738,53.1689453,-27.7955456,6748.53,11572.7,1.925,8.07,0.309
31624,53.1689377,-27.7756348,6748.62,12767.4,1.149,6.7,0.0132
31521,53.1689224,-27.7780991,6749.5,12619.5,2.381,8.15,0.0617
12432,53.1689262,-27.797493,6749.79,11455.8,0.517,7.24,0.0017
14900,53.168911,-27.7813187,6750.08,12426.2,1.268,8.02,0.0038
31196,53.1689072,-27.7849865,6750.51,12206.2,3.786,7.76,0.195
30270,53.1689148,-27.8110409,6750.57,10643,3.303,8.56,0.4467
12768,53.1688766,-27.7950211,6752.22,11604.1,0.682,6.84,0.0015
13752,53.1688576,-27.7883263,6753.12,12005.8,0.46,6.79,0.0027
12616,53.1688156,-27.7969437,6755.66,11488.7,1.926,9.13,1.514
16783,53.1687584,-27.7684422,6757.87,13198.9,0.56,7.57,0.0037
17178,53.1687164,-27.7653217,6760.03,13386,1.348,8.23,0.3236
13377,53.1686974,-27.7908688,6761.62,11853.3,2.736,8.54,0.2692
10384,53.1687012,-27.8151073,6762.05,10399,4.289,9.2,14.13
15204,53.1686783,-27.7793846,6762.48,12542.3,0.659,7.24,0.0129
15338,53.1686745,-27.7784176,6762.59,12600.3,0.857,7.62,0.0093
31835,53.168663,-27.7708454,6763.13,13054.6,2.787,7.94,0.2239
11229,53.1686707,-27.8073673,6763.59,10863.3,1.033,8.04,0.6457
17241,53.1686401,-27.7645931,6764.22,13429.7,0.787,7.67,0.1
12990,53.1686478,-27.7935066,6764.33,11695,0.826,7.49,0.0011
31683,53.1686363,-27.7744503,6764.53,12838.3,1.384,7.01,0.1288
15125,53.1686172,-27.7799187,6765.69,12510.2,1.178,7.8,0.1148
16587,53.1685905,-27.7699947,6766.87,13105.7,2.848,8.75,1.175
16155,53.1685829,-27.7729301,6767.42,12929.6,0.562,7.83,0.055
12653,53.1685677,-27.795927,6768.69,11549.8,2.837,8.72,0.389
13511,53.16856,-27.7915497,6768.97,11812.4,0.342,7.93,0.0275
15032,53.1685524,-27.7805176,6769.23,12474.4,0.137,5.45,0.0029
14489,53.168541,-27.783823,6769.89,12276,0.948,7.34,0.0316
14557,53.1685371,-27.7834339,6770.03,12299.4,0.727,7.1,0.0065
13469,53.1685219,-27.7902527,6771,11890.2,1.218,7.88,0.0331
12656,53.1685181,-27.7957497,6771.27,11560.4,2.971,8.28,0.9333
16293,53.1684952,-27.7719345,6772.02,12989.3,0.279,7.02,0.0019
30782,53.1684837,-27.7967052,6773.25,11503.1,2.315,7.37,0.0525
14600,53.1684494,-27.7831936,6774.6,12313.8,2.986,8.05,0.5623
14261,53.1684494,-27.7851868,6774.78,12194.2,0.598,7.15,0.0005
17019,53.1684341,-27.7663174,6775.16,13326.3,3.038,7.94,0.7244
15394,53.1684113,-27.7781277,6776.52,12617.7,0.641,7.13,0.0059
12573,53.1684113,-27.7978745,6776.98,11432.9,0.508,8.89,0.0759
31473,53.1683884,-27.7791023,6777.89,12559.2,0.244,5.04,0.0011
17851,53.1683693,-27.7605877,6778.4,13670.1,0.941,9.38,1.82
16763,53.1683693,-27.7682667,6778.58,13209.4,3.351,8.78,0.8318
15685,53.1683693,-27.7762394,6778.76,12731,1.723,8.31,0.1995
30017,53.1683807,-27.8185196,6779.09,10194.2,2.432,8.23,0.4365
13610,53.168354,-27.7892456,6779.81,11950.7,1.252,7.71,0.1318
30198,53.1683197,-27.8132439,6782.18,10510.7,3.963,8.57,7.244
15003,53.1682968,-27.7810783,6782.82,12440.6,2.94,8.72,3.467
31324,53.1682892,-27.7818909,6783.23,12392,3.344,8.63,0.1862
11173,53.1682892,-27.8081989,6783.74,10813.5,2.577,8.92,7.08
13415,53.1682434,-27.7910328,6785.88,11843.4,0.67,7.51,0.0389
11825,53.1682396,-27.8024158,6786.17,11160.4,0.304,6.99,0.0022
31434,53.1682205,-27.779707,6786.84,12523,1.661,7.8,0.0525
11714,53.1682281,-27.8032246,6786.91,11111.9,0.751,7,0.0447
14414,53.1682091,-27.7843361,6787.4,12245.2,0.408,6.82,0.0007
30132,53.1682091,-27.8151684,6788.11,10395.3,0.377,7.04,0.0025
32049,53.16819,-27.7656574,6788.11,13365.9,1.861,7.28,0.4169
30283,53.1681824,-27.8107529,6789.48,10660.2,2.214,8.06,0.049
10221,53.1681786,-27.8169651,6789.84,10287.5,0.932,9.1,0.1259
10715,53.1681747,-27.8129406,6789.91,10529,0.913,9.47,3.548
12251,53.1681595,-27.7998409,6790.35,11314.9,0.542,9.03,0.0389
13466,53.1681213,-27.7902317,6792.21,11891.6,2.36,8.18,0.3162
16726,53.1681099,-27.7685528,6792.45,13192.2,1.727,8.18,0.182
15791,53.1680717,-27.7752666,6794.58,12789.4,3.423,8.87,0.8511
16806,53.1680679,-27.7679634,6794.65,13227.6,0.125,5.98,0.0002
12013,53.1680794,-27.8009663,6794.77,11247.4,1.445,8.6,0.2455
15705,53.1680489,-27.7758751,6795.86,12752.9,0.807,7.19,0.0068
15524,53.1680412,-27.7772312,6796.15,12671.5,1.272,7.58,0.2089
15288,53.1680374,-27.7787876,6796.46,12578.1,0.836,7.44,0.038
11303,53.1680374,-27.8074169,6797.04,10860.4,0.326,8.13,0.0661
16615,53.1680145,-27.769701,6797.38,13123.4,1.853,8.77,0.5888
13781,53.1680183,-27.7896709,6797.78,11925.2,0.593,9.04,1.862
16007,53.1679993,-27.7738552,6798.3,12874.1,1.915,8.38,0.1862
30516,53.1680069,-27.8035831,6798.69,11090.4,1.681,7.33,0.4786
31952,53.1679726,-27.7681656,6799.68,13215.5,1.114,7.61,0.0076
12909,53.1679802,-27.7946529,6799.89,11626.2,0.548,8.09,0.012
14860,53.1679535,-27.7820091,6800.94,12384.8,2.852,9.34,2.63
16174,53.1679344,-27.7729912,6801.87,12925.9,0.654,7.79,0.0219
13183,53.1679382,-27.7927265,6801.94,11741.8,2.931,9.4,9.772
15598,53.1679344,-27.7780743,6802,12620.9,0.233,7.87,0.0257
14116,53.1679192,-27.7864876,6802.88,12116.2,0.087,6.3,0.0028
13475,53.1679192,-27.7904549,6803.08,11878.1,1.647,8.32,0.3802
14635,53.1679001,-27.7831802,6803.9,12314.6,2.108,8.57,0.537
12448,53.1679001,-27.7979527,6804.11,11428.3,3.21,9.77,12.3
10655,53.1678963,-27.8125191,6804.69,10554.3,1.537,8.32,0.3802
9997,53.1678886,-27.8185253,6805.33,10193.9,1.303,8.34,0.166
14433,53.1678658,-27.7841244,6805.76,12258,1.919,8.06,0.1995
15305,53.1678581,-27.7786179,6806.03,12588.3,3.374,8.37,0.9333
31415,53.1678467,-27.7802296,6806.65,12491.6,2.087,7.87,0.011
17146,53.1678276,-27.7653961,6807.31,13381.7,0.704,7.09,0.0012
31779,53.1678238,-27.7720413,6807.77,12982.9,3.797,8.57,0.1585
16141,53.1678123,-27.7728271,6808.27,12935.8,0.814,7.61,0.0204
32031,53.1677818,-27.7660522,6809.8,13342.3,4.424,8.68,11.48
13284,53.1677742,-27.7918873,6810.81,11792.2,2.867,8.9,6.918
12925,53.1677742,-27.794136,6810.83,11657.2,1.241,8.03,0.1549
13659,53.1677666,-27.7888184,6811,11976.3,0.737,7.17,0.0005
31883,53.1677551,-27.7699337,6811.29,13109.4,2.796,8.32,0.123
16369,53.1677513,-27.7715931,6811.47,13009.8,1.178,8.14,0.1514
13280,53.1677551,-27.7916451,6811.73,11806.7,2.933,8.56,1.148
12669,53.1677513,-27.7956409,6811.97,11566.9,0.515,7.14,0.0014
10319,53.1677589,-27.8167038,6812.08,10303.1,1.095,9.48,3.631
12427,53.1677208,-27.7975197,6813.69,11454.2,2.056,8.42,0.3162
16770,53.1676979,-27.7681141,6814.3,13218.5,5.878,8.91,1.479
32258,53.1676903,-27.7604523,6814.5,13678.2,0.887,7.44,0.0617
17793,53.1676865,-27.7599316,6814.65,13709.5,2.437,9.34,3.162
15754,53.1676865,-27.7760029,6814.96,12745.2,1.68,8.52,0.3981
16681,53.1676826,-27.7688389,6815.02,13175,1.078,7.41,0.011
16143,53.1676636,-27.7731571,6816.2,12915.9,0.607,7.71,0.0182
10366,53.1676598,-27.8151608,6817.37,10395.8,0.797,7.57,0.0339
14825,53.1676331,-27.7820702,6817.94,12381.2,1.347,7.86,0.7079
12030,53.1676407,-27.8006039,6818.01,11269.2,2.014,8.12,0.2754
30528,53.1676292,-27.8032818,6818.63,11108.5,3.388,8.57,1.349
12577,53.1676254,-27.79636,6818.76,11523.8,0.769,7.08,0.0052
9914,53.1676216,-27.8191681,6819.41,10155.3,2.015,8.45,0.3236
15866,53.1675949,-27.7747192,6819.85,12822.3,3.069,8.83,0.8318
30511,53.1676064,-27.803791,6819.92,11077.9,3.419,8.34,0.4898
17142,53.167572,-27.7654133,6820.94,13380.5,5.084,8.5,2.042
13400,53.1675644,-27.7925091,6821.92,11754.8,1.029,9.53,7.08
30456,53.1675644,-27.8051167,6822.15,10998.5,0.646,7.18,0.0034
31825,53.1675262,-27.7710972,6823.35,13039.6,1.384,7.84,0.0174
31769,53.1674957,-27.7722816,6825.13,12968.5,1.528,6.84,0.166
16963,53.1674881,-27.7674561,6825.27,13258,1.009,8.73,0.4074
12839,53.1674767,-27.7951927,6826.59,11593.9,1.72,9.38,8.128
31703,53.1674652,-27.7739658,6826.7,12867.5,2.094,7.79,0.1622
14747,53.1674652,-27.7823868,6826.79,12362.2,1.765,8.08,0.1738
13411,53.167469,-27.7904987,6826.92,11875.5,2.578,8.26,0.1698
14889,53.1674614,-27.7818336,6827.03,12395.4,2.023,9.02,0.7586
10850,53.1674576,-27.8106365,6827.94,10667.2,2.896,7.82,1.479
14025,53.1674194,-27.7865009,6829.33,12115.3,1.007,7.15,0.0417
31635,53.1674156,-27.7754097,6829.41,12780.9,3.995,8.73,0.2291
32198,53.1674042,-27.7619686,6829.65,13587.4,5.073,8.89,12.02
16955,53.1673965,-27.7668095,6830.21,13296.9,3.658,7.92,1.479
13504,53.1674004,-27.7901154,6830.49,11898.5,2.706,8.83,2.455
15183,53.1673737,-27.7795238,6831.81,12534,2.356,7.9,0.2188
14285,53.1673698,-27.7852402,6832.03,12191,2.97,8.86,2.884
17484,53.1673508,-27.7627602,6832.67,13539.8,0.824,7.84,0.0832
11957,53.1673622,-27.8011227,6832.84,11238,2.816,8.08,0.1738
10428,53.167366,-27.8146267,6832.87,10427.9,1.002,8.07,0.2455
12416,53.167347,-27.7980938,6833.46,11419.8,1.977,8.92,0.6166
16849,53.1673279,-27.7682419,6833.82,13210.9,1.013,8.51,0.389
13374,53.1673355,-27.7918644,6834.1,11793.6,0.347,8.34,0.0912
14102,53.1673241,-27.7866173,6834.49,12108.3,1.108,7.97,0.0209
13142,53.1673203,-27.7931671,6834.93,11715.3,2.46,8.52,0.5888
31795,53.1673012,-27.77174,6835.4,13001,4.842,7.77,1.122
31888,53.1673012,-27.7698765,6835.42,13112.8,1.298,7.02,0.0151
16900,53.1672974,-27.7671413,6835.55,13276.9,1.177,7.47,0.0355
17137,53.1672783,-27.765461,6836.39,13377.7,3.215,8.81,0.9333
31093,53.1672859,-27.7875328,6836.58,12053.5,2.633,7.67,0.2344
14682,53.1672707,-27.7827625,6837.23,12339.6,1.985,8.27,0.3162
14823,53.1672363,-27.78195,6839.01,12388.4,2.279,8.61,0.1622
12590,53.1672363,-27.7962646,6839.42,11529.5,2.748,7.76,0.2455
17256,53.1672096,-27.7643719,6840.11,13443.1,1.704,7.65,0.1622
30966,53.1672173,-27.7912045,6840.35,11833.1,3.005,8.12,0.1072
16624,53.1671867,-27.7693291,6841.48,13145.7,0.617,7.22,0.0059
17504,53.1671677,-27.7624378,6842.38,13559.2,4.985,9.88,9.12
32042,53.1671638,-27.7658443,6842.52,13354.8,2.22,7.77,0.0871
17806,53.16716,-27.7598667,6842.58,13713.5,4.694,9.58,23.99
15911,53.1671677,-27.7745304,6842.59,12833.5,4.932,9.29,3.548
15080,53.1671677,-27.7801933,6842.67,12493.8,0.067,4.31,0.0005
30651,53.1671638,-27.7997437,6843.26,11320.8,3.734,8.19,0.2291
11936,53.1671333,-27.8012905,6844.88,11228,2.132,7.98,0.138
30226,53.1671295,-27.8123703,6845.39,10563.2,1.931,8.75,0.0011
15210,53.167099,-27.7793522,6846.36,12544.3,1.457,7.67,0.1479
30867,53.1670876,-27.7941666,6847.17,11655.4,5.395,7.93,0.4169
30405,53.1670876,-27.8071651,6847.48,10875.5,2.319,7.97,0.1072
13495,53.1670685,-27.7901878,6848.04,11894.2,2.978,9.03,1.905
13022,53.1670647,-27.7933235,6848.44,11706,0.733,6.7,0.0085
31789,53.1670532,-27.7717876,6848.47,12998.1,0.723,6.93,0.0019
14061,53.1670532,-27.7862988,6848.76,12127.5,3.135,8.28,0.2188
15824,53.1670113,-27.7749786,6850.94,12806.7,3.524,8.63,0.2512
16987,53.1670074,-27.7667446,6850.96,13300.7,1.63,8.67,0.3467
10153,53.1670265,-27.8170109,6851.05,10284.8,3.853,9.3,1.862
15966,53.1669807,-27.7740402,6852.44,12862.9,0.757,7.58,0.0085
15092,53.1669807,-27.7801838,6852.54,12494.4,2.707,8.4,0.4786
30045,53.166996,-27.8177872,6852.62,10238.1,2.727,8.44,0.7943
30815,53.1669769,-27.7957897,6853.12,11558,1.023,7.06,0.0026
14533,53.1669693,-27.7847061,6853.23,12223,1.587,9.62,5.129
15772,53.1669617,-27.7754059,6853.51,12781.1,1.578,8.05,0.0871
17160,53.1669197,-27.7653027,6855.43,13387.3,2.972,8.43,1.318
13382,53.1669006,-27.7922001,6857.1,11773.4,0.529,8.67,0.0457
12624,53.1668968,-27.7987366,6857.53,11381.2,1.953,10.78,218.8
9970,53.1669044,-27.8187466,6857.54,10180.6,6.385,8.95,21.38
17296,53.1668587,-27.7640648,6858.76,13461.5,0.855,7.38,0.0355
9809,53.1668739,-27.8201866,6859.11,10094.3,1.986,9.15,1.698
12574,53.1668625,-27.7977085,6859.26,11442.9,0.994,8.92,1.778
12518,53.1668549,-27.7968502,6859.73,11494.4,4.132,8.67,1.778
32102,53.1667938,-27.7644215,6862.1,13440.1,3.9,9.2,0.1585
15540,53.16679,-27.7772141,6862.57,12672.6,0.867,7.51,0.0427
12038,53.1668015,-27.8006153,6862.64,11268.5,0.553,7.43,0.0115
15983,53.16679,-27.7739677,6862.66,12867.4,2.729,8.79,0.3715
10030,53.1667976,-27.8184967,6863.15,10195.6,1.852,9.47,5.623
16287,53.1667404,-27.7717838,6865.11,12998.4,1.223,7.69,0.0676
14648,53.1667442,-27.7832279,6865.15,12311.7,1.655,8.42,0.3162
17189,53.1667366,-27.7649765,6865.27,13406.8,2.42,8.04,0.1585
17087,53.1667328,-27.7658615,6865.36,13353.7,3.486,9.07,1.202
12387,53.1667175,-27.7981186,6866.89,11418.3,2.202,8.47,0.4365
16833,53.1667023,-27.7677631,6867.14,13239.6,2.802,8.34,0.9772
11662,53.1667175,-27.8041687,6867.15,11055.3,5.733,10.16,13.8
30409,53.1666374,-27.807085,6871.41,10880.3,3.678,8.97,1.122
17361,53.1666069,-27.7636108,6872.15,13488.7,2.681,7.87,0.1549
14641,53.1666031,-27.783041,6872.67,12323,2.594,8.32,0.6607
11099,53.1666069,-27.8085079,6873.08,10794.9,0.904,8.39,0.2951
16197,53.1665916,-27.7723217,6873.13,12966.1,1.335,7.63,0.0095
17440,53.1665802,-27.7630138,6873.46,13524.7,0.076,4.49,0.0002
11305,53.1665955,-27.8066006,6873.52,10909.4,2.319,8.57,0.4365
31692,53.1665573,-27.7742958,6875.02,12847.7,2.645,8.17,0.1349
11684,53.1665688,-27.8035088,6875.03,11094.9,1.327,7.34,0.2138
15801,53.1665535,-27.7752533,6875.07,12790.2,2.428,8.36,1.097
12536,53.1665421,-27.7967186,6876.17,11502.3,4.911,8.42,6.31
30458,53.1665344,-27.8050785,6876.77,11000.8,0.974,7.18,0.0155
12820,53.166481,-27.7946682,6879.39,11625.4,0.346,6.61,0.0004
32126,53.1664581,-27.7637939,6879.89,13477.9,0.132,4.86,0.0005
10128,53.1664581,-27.8172607,6881.06,10269.8,3.038,8.99,1.445
13231,53.1664276,-27.7920513,6882.16,11782.3,1.696,8.12,1.318
32080,53.1663933,-27.7649841,6883.5,13406.4,2.623,8.8,0.0229
10652,53.1664085,-27.8128986,6883.72,10531.5,0.994,8.48,0.2291
11929,53.1663895,-27.8018265,6884.49,11195.8,0.684,8.71,0.389
30980,53.1663704,-27.7906685,6885.19,11865.3,0.713,6.89,0.0008
14794,53.1663551,-27.7823257,6885.79,12365.9,0.342,7.31,0.0002
15158,53.1663475,-27.7798386,6886.22,12515.1,2.985,9.12,2.754
14544,53.1663399,-27.7835865,6886.74,12290.2,3.533,9.14,1.023
17031,53.1663284,-27.7685833,6886.98,13190.4,1.239,10.23,20.89
31642,53.1663094,-27.7752895,6888.22,12788.1,2.452,8.4,0.1549
30799,53.1662979,-27.7961521,6889.25,11536.2,2.129,7.52,0.5888
12711,53.1662827,-27.7956219,6889.91,11568.2,0.555,7.69,0.0479
11689,53.1662827,-27.8037319,6890.07,11081.5,0.66,7.58,0.0229
10234,53.1662521,-27.8163795,6892.08,10322.7,1.172,8.57,0.4467
14315,53.1662369,-27.7849064,6892.15,12211.1,1.708,7.82,0.2399
15071,53.1662292,-27.7805271,6892.55,12473.8,2.367,9.02,0.8913
9858,53.1662369,-27.8198223,6893,10116,3.408,9.9,3.388
13086,53.1662102,-27.7939301,6893.69,11669.6,1.033,9.21,1.549
10792,53.1662178,-27.8111935,6893.77,10633.9,2.654,9.01,1.23
30050,53.1662178,-27.8176365,6893.98,10247.2,1.654,7.74,0.1995
11198,53.1661987,-27.8074379,6894.75,10859.1,3.764,9.1,3.236
32135,53.1661758,-27.7635899,6895.08,13490,4.143,8.81,0.182
31051,53.1661797,-27.7885857,6895.2,11990.3,2.594,8.32,0.0537
15743,53.1661758,-27.7759514,6895.21,12748.3,2.483,9,3.548
31030,53.1661797,-27.7893124,6895.24,11946.7,2.894,8.21,0.1023
14520,53.1661758,-27.7875156,6895.43,12054.5,1.062,10.46,61.66
12045,53.1661758,-27.8003826,6895.73,11282.5,3.678,8.06,0.6026
12311,53.1661453,-27.7984447,6897.34,11398.8,0.574,7.29,0.0007
16250,53.1660919,-27.7719593,6899.66,12987.8,5.929,8.87,1.349
13197,53.1660995,-27.7921467,6899.68,11776.6,3.944,8.69,0.4786
11519,53.1661034,-27.8047791,6899.71,11018.7,1.999,8.2,0.2291
16398,53.166069,-27.7711849,6900.81,13034.3,3.664,8.92,0.631
10897,53.1660805,-27.8103485,6901.07,10684.5,0.681,7.86,0.0457
