ID,RA,DEC,X,Y,Z,MASS,SFR
15163,53.1903992,-27.7799568,5609.48,12507.5,2.012,9.57,5.37
12695,53.1904068,-27.7954159,5609.6,11579.9,0.585,7.25,0.0135
14919,53.190361,-27.7819958,5611.47,12385.1,1.254,9.46,5.495
31290,53.1903152,-27.7826157,5614.06,12347.9,2.383,8.26,0.138
13587,53.1902046,-27.7898502,5620.03,11913.8,2.535,9.85,20.89
12842,53.1901436,-27.794508,5623.4,11634.4,0.939,7.95,0.0372
13592,53.1901283,-27.7896061,5624.09,11928.5,1.999,8.8,0.7586
15026,53.1900978,-27.7805328,5625.44,12472.9,3.51,8.65,3.236
31517,53.1900177,-27.7781391,5629.61,12616.5,2.082,8.08,0.2188
15265,53.1900177,-27.7790546,5629.72,12561.6,4.585,8.66,10.96
15307,53.189949,-27.7785797,5633.23,12590.1,0.403,7.07,0.0012
30643,53.1899109,-27.7999363,5635.93,11308.7,1.534,8.13,0.0282
12418,53.1898499,-27.7976131,5639.1,11448,0.459,7.69,0.011
15197,53.1896706,-27.7795048,5648.18,12534.6,1.186,8.29,0.0195
31192,53.1895752,-27.7850666,5653.25,12200.9,1.666,8.15,0.2951
30953,53.1895561,-27.7915173,5654.47,11813.9,0.913,7.54,0.0145
15093,53.1895409,-27.780138,5655.04,12496.6,0.789,7.84,0.1
13015,53.1894798,-27.7934418,5658.6,11698.4,2.718,9.22,4.898
31465,53.1894073,-27.779213,5662.07,12552.1,3.649,9.18,0.2188
14268,53.1892891,-27.7851562,5668.56,12195.5,2.988,9.1,1.862
30683,53.1892204,-27.7989063,5672.62,11370.5,2.614,8.63,0.3311
31429,53.1891861,-27.7797775,5673.76,12518.3,2.177,8.06,0.0537
15550,53.1890717,-27.7770119,5679.85,12684.2,4.719,8.89,4.074
15302,53.189064,-27.7786121,5680.27,12588.1,2.146,8.35,0.3467
11987,53.1890678,-27.8009872,5680.82,11245.6,0.213,7.31,0.0046
30642,53.1890297,-27.7999973,5682.73,11305,0.537,7.42,0.0009
31345,53.1889496,-27.781456,5686.48,12417.5,3.334,8.48,1.288
31293,53.1888695,-27.7825832,5690.77,12349.9,2.078,8.29,0.0851
14506,53.1888657,-27.7837105,5690.88,12282.2,0.869,7.83,0.0148
13347,53.188858,-27.7914162,5691.55,11819.9,1.397,9.11,1.549
15552,53.1888046,-27.7770863,5694,12679.8,4.823,9.38,8.71
11849,53.1887779,-27.8022118,5696.19,11172.2,0.907,8.45,0.4074
31532,53.1886559,-27.7778435,5701.97,12634.3,0.062,4.09,0.0003
15372,53.1886024,-27.778223,5704.69,12611.5,2.087,8.27,0.1413
15485,53.1885262,-27.7788315,5708.76,12575.1,2.753,9.4,8.912
11691,53.1885338,-27.8034554,5709.29,11097.5,4.799,9.25,2.57
15410,53.1885071,-27.7779713,5709.76,12626.7,4.718,8.27,1.585
15494,53.1885071,-27.7775478,5709.79,12652,2.748,9.21,1.95
12364,53.1885071,-27.797987,5710.46,11425.7,0.758,7.77,0.1
13125,53.1884575,-27.7936859,5712.91,11683.8,0.396,8.76,0.2512
15331,53.1884193,-27.7784672,5714.5,12596.8,2.494,8.16,0.5129
13180,53.1883659,-27.7923412,5717.79,11764.4,0.263,7.16,0.0032
11860,53.1883545,-27.8019161,5718.76,11189.9,3.688,9.26,1.66
12243,53.1883354,-27.7991352,5719.57,11356.7,0.319,7.68,0.0087
30959,53.1883049,-27.7914124,5721.06,11820.1,3.185,8.52,7.943
31139,53.1881752,-27.7864914,5727.58,12115.4,1.844,8.06,0.2951
31044,53.1881065,-27.7887859,5731.4,11977.8,0.622,7.08,0.0091
14987,53.1880989,-27.7808018,5731.5,12456.8,2.033,8.26,0.3236
12700,53.1880836,-27.7957382,5732.8,11560.6,0.432,8.3,0.0447
31456,53.1880417,-27.7793007,5734.46,12546.9,4.803,7.62,1
15551,53.1879578,-27.7771015,5738.88,12678.9,2.461,8.72,0.955
13806,53.1879501,-27.789999,5739.72,11905,0.44,10.23,10
31064,53.1878967,-27.7881985,5742.5,12013,2.847,8.14,0.2884
13409,53.1878052,-27.7940636,5747.46,11661.1,0.351,9.56,1.585
12462,53.1877327,-27.7980499,5751.6,11421.9,0.601,9.31,0.2042
31245,53.1876755,-27.7837791,5754.08,12278.2,0.429,7.34,0.0022
11720,53.1876526,-27.8032017,5755.98,11112.8,1.844,8.16,0.1047
15001,53.1876259,-27.780695,5756.64,12463.2,3.462,8.37,0.4266
31426,53.1875687,-27.7797909,5759.73,12517.5,0.151,5.26,0.0007
30609,53.1875763,-27.80089,5759.9,11251.5,2.614,8.42,0.3162
31410,53.1875534,-27.7803059,5760.46,12486.6,0.498,6.08,0.0032
12162,53.1874199,-27.7994747,5768.27,11336.5,3.808,9.71,18.62
13059,53.1874046,-27.7935886,5768.86,11689.6,0.155,6.65,0.0174
12961,53.1873894,-27.7942123,5769.63,11652.2,0.317,8.4,0.3631
13127,53.1873703,-27.7926922,5770.66,11743.4,0.998,8.18,0.182
13114,53.1873474,-27.7928677,5771.82,11732.9,1.271,8.51,0.5888
12352,53.1873474,-27.7981319,5772.07,11417.1,1.676,8.84,0.8318
31252,53.1872902,-27.7836056,5774.6,12288.6,2.302,8.47,0.123
31092,53.1871796,-27.7875881,5780.63,12049.6,0.065,4.34,0.0005
12166,53.1871567,-27.7995014,5782.11,11334.9,1.755,8.77,0.7079
13584,53.1870956,-27.7899456,5785.15,11908.2,3.017,9.19,33.88
11542,53.1870613,-27.8044834,5787.43,11035.9,1.244,7.74,0.1995
15150,53.1870193,-27.7799091,5788.88,12510.4,1.416,8.54,0.1514
13956,53.1869392,-27.7909908,5793.49,11845.5,0.277,10.12,12.59
14072,53.1867256,-27.7862701,5804.72,12128.8,3.877,8.61,9.772
14698,53.1866798,-27.7828465,5806.98,12334.2,1.822,8.57,0.6761
31549,53.1866684,-27.777277,5807.44,12668.3,2.771,7.9,0.2692
11693,53.1866379,-27.803669,5809.77,11084.8,1.974,9.13,2.455
12417,53.1865921,-27.7978592,5812.02,11433.4,0.912,8.77,0.257
13534,53.1865768,-27.7902336,5812.65,11891,0.106,7.22,0.0072
14994,53.1865616,-27.7819233,5813.15,12389.5,1.497,9.4,5.248
30654,53.1865501,-27.7996883,5814.4,11323.6,2.088,8.05,0.2344
12572,53.1865463,-27.7964325,5814.49,11519,1.448,8.38,0.6166
11798,53.1865501,-27.8025055,5814.52,11154.6,2.81,8.56,3.548
14180,53.1865273,-27.7858143,5815.07,12156,0.897,8.31,0.1514
13719,53.186512,-27.7885704,5816.04,11990.8,2.817,8.91,2.951
30852,53.186512,-27.7946281,5816.15,11627.2,3.33,9.4,0.8128
31448,53.1864471,-27.7794838,5819.11,12535.9,0.778,6.94,0.0013
15567,53.1864471,-27.7770252,5819.12,12683.5,1.314,8.39,0.2884
13117,53.1864471,-27.7927971,5819.54,11737.1,4.297,9.11,8.912
31471,53.1864319,-27.7791748,5819.99,12554.5,6.195,9,8.511
14089,53.1864243,-27.7861576,5820.65,12135.5,1.223,8.36,0.2754
11707,53.1864281,-27.8032742,5820.91,11108.5,1.663,8.12,0.3467
12474,53.1864128,-27.7981167,5821.63,11417.9,1.314,9.94,0.0871
11573,53.1863708,-27.8042793,5824.02,11048.2,1.815,8.38,0.1738
14918,53.1863022,-27.7811985,5826.95,12433,1.091,7.18,0.0115
12782,53.1862869,-27.7949505,5828.14,11608,1.141,8.15,0.1698
15266,53.1862602,-27.7789726,5829.16,12566.7,7.475,8.77,2.089
15213,53.1862564,-27.7792931,5829.35,12547.3,5.943,8.32,0.7413
13348,53.1862411,-27.7916298,5830.54,11807.1,0.538,8.69,0.1698
30704,53.1861801,-27.7984676,5833.9,11396.9,0.865,7.98,0.0479
14759,53.186039,-27.7822132,5841,12372.1,1.721,7.64,0.3631
11894,53.1860428,-27.8021698,5841.27,11174.8,2.806,9.47,19.05
14598,53.1860275,-27.7839909,5841.69,12265.5,2.562,9.71,15.14
14000,53.1860237,-27.7866554,5841.88,12105.7,0.557,7.43,0.006
12830,53.1860123,-27.7946358,5842.66,11626.8,2.525,8.79,2.089
15124,53.1859856,-27.7798729,5843.76,12512.7,1.334,7.52,0.0245
14580,53.1859818,-27.7832737,5844.08,12308.5,1.164,7.46,0.0219
15898,53.1859093,-27.7756042,5847.68,12768.7,1.353,10,26.3
31261,53.1857605,-27.7833939,5855.71,12301.3,4.483,8.3,0.3631
31004,53.1857185,-27.7900753,5858.18,11900.5,0.438,7.28,0.0007
31251,53.1857071,-27.7836285,5858.58,12287.3,0.896,7.18,0.0398
13214,53.1856918,-27.792038,5859.61,11782.7,4.386,10.07,3.311
13777,53.1855927,-27.7881508,5864.92,12016,0.338,7.1,0.0123
14350,53.1853523,-27.7846603,5877.57,12225.4,4.352,8.43,1.738
15123,53.1853104,-27.7799969,5879.52,12505.2,1.364,8.08,0.1738
30978,53.1852913,-27.7907467,5880.92,11860.2,4.646,8.45,6.761
15333,53.1852722,-27.7787685,5881.62,12578.9,0.245,6.92,0.0019
31724,53.1852188,-27.7734489,5884.18,12898.1,0.446,6.86,0.0007
31195,53.1852074,-27.7849789,5885.25,12206.3,3.338,9.19,0.2291
14534,53.1852036,-27.7835751,5885.28,12290.5,1.444,7.51,0.0933
15621,53.1851807,-27.7765179,5886.31,12714,3.917,8.69,1.259
15089,53.1851768,-27.7803459,5886.71,12484.3,5.011,8.86,2.138
11940,53.1851463,-27.8052769,5889.06,10988.3,0.423,10.24,5.495
31359,53.1851158,-27.7811832,5889.94,12433.9,2.806,7.52,0.0603
15693,53.1851044,-27.7782784,5890.4,12608.3,0.242,8.32,0.0724
14469,53.1850929,-27.7839432,5891.24,12268.3,3.527,8.71,1.479
30871,53.1848679,-27.7940788,5903.49,11660.3,1.897,8.16,0.3311
15719,53.1848068,-27.7774544,5906.28,12657.8,0.507,8.93,0.4169
13607,53.184803,-27.789938,5906.76,11908.7,0.83,9.57,4.467
15636,53.1847153,-27.7764282,5911.1,12719.3,1.47,8.02,0.1259
15116,53.1847153,-27.7799091,5911.23,12510.4,1.462,8.07,0.1413
13889,53.1846695,-27.7875099,5913.86,12054.4,4.349,9.23,40.74
13014,53.1846695,-27.7934189,5913.92,11699.9,1.187,8.18,0.7413
15228,53.1846161,-27.7792206,5916.42,12551.8,6.202,8.28,2.042
14487,53.1846161,-27.7838345,5916.49,12275,1.257,7.79,0.0219
31739,53.1845779,-27.773016,5918.15,12924.1,2.895,8.63,0.4467
14680,53.1845703,-27.7833233,5918.86,12305.6,1.146,8.86,0.871
13453,53.1845627,-27.7904129,5919.6,11880.3,2.318,8.98,1.38
13938,53.1845436,-27.7869663,5920.4,12087,4.303,8.65,7.943
15470,53.1845398,-27.7778282,5920.43,12635.3,0.347,7.16,0.0032
15383,53.1845093,-27.7784004,5922.03,12601,0.229,7.06,0.002
11297,53.1845055,-27.8066978,5923.05,10903.2,0.477,7.58,0.0151
30707,53.1844826,-27.7984238,5924.13,11399.7,3.56,8.58,1.122
13580,53.1844711,-27.7892914,5924.29,11947.6,1.666,8.49,0.5623
15583,53.1844368,-27.7770195,5925.79,12683.8,2.666,8.71,1.82
14988,53.1844292,-27.7808056,5926.26,12456.7,3.462,8.94,0.912
14403,53.1844177,-27.7843704,5927.07,12242.8,3.125,8.3,0.9772
13731,53.1844101,-27.7884235,5927.55,11999.7,0.5,7.38,0.0083
11526,53.1844101,-27.8051682,5928.08,10995,0.109,7.16,0.0039
15733,53.1843834,-27.7757359,5928.71,12760.9,2.422,8.81,0.7413
13323,53.1843758,-27.7912598,5929.49,11829.4,4.255,9.11,19.05
15647,53.1843452,-27.77635,5930.65,12724,1.962,8.23,0.1549
11473,53.1843414,-27.8057327,5931.78,10961.1,0.464,8.35,0.0022
14740,53.1843147,-27.7824192,5932.45,12359.8,2.453,8.62,0.6166
14852,53.1843033,-27.7819805,5932.97,12386.1,0.902,8.05,0.1349
14678,53.1842079,-27.7835064,5938.15,12294.6,1.908,9.73,6.166
15337,53.1841698,-27.7797394,5940.17,12520.6,0.615,8.57,0.1622
13337,53.1841621,-27.7926369,5940.92,11746.8,0.705,9.88,15.85
13413,53.1841469,-27.791544,5941.67,11812.4,1.38,9.77,85.11
15837,53.1840935,-27.7748604,5944.08,12813.5,2.112,7.97,0.2399
31373,53.1840553,-27.7808609,5946.11,12453.5,0.886,6.93,0.0102
15241,53.1840096,-27.7791557,5948.54,12555.6,0.872,7.42,0.0234
15917,53.1840019,-27.7742977,5948.83,12847.2,2.229,7.93,0.1514
31291,53.1839981,-27.7826214,5949.25,12347.7,1.533,7.07,0.138
15243,53.1839828,-27.7794132,5950.03,12540.2,1.007,8.05,0.1349
30644,53.1839027,-27.7999287,5954.83,11309.4,7.096,8.84,16.6
15121,53.1838531,-27.7798882,5956.83,12511.7,1.065,7.71,0.0617
14612,53.1838455,-27.7831173,5957.35,12318,0.751,6.82,0.0245
13161,53.1838379,-27.7931252,5958.05,11717.5,0.587,8.69,0.0141
15781,53.1837883,-27.7752953,5960.12,12787.3,2.279,8.11,0.0661
15259,53.1837845,-27.7790337,5960.45,12563,3.253,7.72,0.537
12580,53.1837769,-27.7964516,5961.56,11518,1.32,8.7,0.955
14752,53.1836624,-27.7822075,5967.04,12372.6,4.219,8.85,1.514
31510,53.1836586,-27.7783012,5967.25,12606.9,3.24,9.08,0.1738
15763,53.1836395,-27.7755508,5968.12,12772,1.713,8.08,0.2512
12055,53.1836357,-27.800251,5969.02,11290,1.915,8.32,1.349
31376,53.1836166,-27.7808037,5969.57,12456.9,2.267,7.3,0.4786
12963,53.1836166,-27.7937202,5969.81,11681.7,1.363,8.5,0.8318
15426,53.1836014,-27.7780895,5970.2,12619.6,0.255,6.83,0.0005
31762,53.1835976,-27.7725601,5970.25,12951.4,0.706,7.33,0.0204
12079,53.1835938,-27.8000755,5971.35,11300.5,1.506,8.49,0.2344
12865,53.1835709,-27.7944145,5972.39,11640.2,4.1,10.19,12.02
15035,53.1834793,-27.7805099,5976.67,12474.4,2.709,8.5,0.2291
11581,53.1834793,-27.8067684,5977.57,10898.9,0.036,-99,-99
15669,53.1834488,-27.7765846,5978.27,12710,3.06,10.77,416.9
13355,53.1834183,-27.7909031,5980.37,11850.8,7.515,8.89,18.62
13914,53.1833954,-27.7873287,5981.42,12065.4,2.633,9.12,6.918
15766,53.1833649,-27.7761097,5982.64,12738.4,1.658,9.31,2.455
15768,53.1833572,-27.7763824,5983.12,12722.1,2.708,9.94,36.31
31439,53.1833534,-27.7796402,5983.5,12526.6,2.344,7.41,0.0537
16082,53.1833382,-27.7737751,5983.96,12878.5,2.714,10.24,25.7
14795,53.1833344,-27.782053,5984.41,12381.9,2.9,8.77,0.2042
31181,53.1833305,-27.7852688,5984.84,12188.9,2.972,8.3,0.0851
14401,53.1833191,-27.7843304,5985.36,12245.2,1.504,7.75,0.0355
15892,53.1832199,-27.7756958,5990.41,12763.3,1.448,9.34,3.981
15314,53.183197,-27.778574,5991.77,12590.6,0.904,7.29,0.0068
15276,53.1831665,-27.7788944,5993.3,12571.4,4.695,8.23,1.585
13969,53.1831551,-27.7876453,5994.17,12046.3,1.059,8.7,1.698
31052,53.1831512,-27.7885456,5994.31,11992.3,1.662,8.16,0.0617
15246,53.1831322,-27.7792587,5995.25,12549.5,3.013,8.84,0.4365
14091,53.1831284,-27.7871532,5995.58,12075.9,1.647,9.28,3.981
31555,53.1831169,-27.7771664,5995.84,12675.1,2.254,8.15,0.0537
15070,53.1831055,-27.7802429,5996.55,12490.5,0.099,4.92,0.0009
31573,53.183094,-27.7768707,5997.09,12692.8,2.465,8.01,0.1514
31005,53.1830559,-27.7900505,5999.48,11902,1.715,7.76,0.1479
15048,53.1829987,-27.7804546,6002.37,12477.8,4.237,8.6,1.445
31163,53.182991,-27.7856827,6002.79,12164.1,1.947,6.92,0.1995
30763,53.1829796,-27.7971306,6003.77,11477.2,0.584,7.38,0.0105
31234,53.1829681,-27.7839966,6003.96,12265.3,2.253,7.92,0.0813
11460,53.1829681,-27.8065548,6004.57,10911.8,0.118,7.18,0.0065
15441,53.1829529,-27.7777901,6004.6,12637.6,1.148,7.53,0.0257
14630,53.182869,-27.7829647,6009.19,12327.1,1.678,7.71,0.1318
13979,53.1828232,-27.786747,6011.72,12100.3,1.528,7.96,0.0692
15691,53.1828079,-27.7760525,6012.28,12741.9,1.696,8.27,0.3388
14824,53.1828079,-27.7818089,6012.5,12396.5,3.539,8.75,0.2344
31140,53.1828003,-27.7863102,6012.96,12126.5,0.367,6.37,0.0005
15556,53.1827888,-27.7771282,6013.28,12677.3,2.037,8.6,0.182
31487,53.1827621,-27.7788372,6014.68,12574.8,3.277,8.05,0.166
15908,53.1827393,-27.7746696,6015.88,12824.8,1.014,8.2,0.2884
15617,53.1827393,-27.7765198,6016.03,12713.9,1.786,7.86,0.0708
